Contract Name,Type,Put/Call,Strike,Maturity (Year),Market Price,Implied Vol,Delta,Gamma,Vega,Rho,Theta
SPY210721C00414000,European,Call,414.0,0.0158730159,17.83,0.232773,0.921816,0.0115499,7.93981,6.02634,-68.362
SPY210721C00415000,European,Call,415.0,0.0158730159,16.84,0.223503,0.917631,0.0125125,8.25894,6.01341,-68.2686
SPY210721C00416000,European,Call,416.0,0.0158730159,17.57,0.352516,0.79953,0.0146347,15.2356,5.19348,-177.923
SPY210721C00417000,European,Call,417.0,0.0158730159,17.72,0.408554,0.753223,0.0142141,17.1501,4.87416,-228.918
SPY210721C00418000,European,Call,418.0,0.0158730159,15.84,0.340996,0.774937,0.0161869,16.3009,5.05262,-183.6
SPY210721C00419000,European,Call,419.0,0.0158730159,12.44,0.117874,0.97553,0.00896149,3.11958,6.47954,-22.4905
SPY210721C00420000,European,Call,420.0,0.0158730159,12.06,0.190315,0.870248,0.0204271,11.481,5.76497,-78.5322
SPY210721C00421000,European,Call,421.0,0.0158730159,11.64,0.221844,0.812168,0.0223504,14.6431,5.37411,-111.374
SPY210721C00422000,European,Call,422.0,0.0158730159,9.65,0.12743,0.915932,0.0222854,8.38668,6.11591,-43.9598
SPY210721C00423000,European,Call,423.0,0.0158730159,9.26,0.169048,0.824431,0.0281175,14.0373,5.49582,-84.0006
SPY210721C00424000,European,Call,424.0,0.0158730159,8.16,0.149021,0.823614,0.0319901,14.0787,5.50769,-75.359
SPY210721C00425000,European,Call,425.0,0.0158730159,7.3,0.145235,0.795094,0.0359892,15.4362,5.32614,-79.5852
SPY210721C00426000,European,Call,426.0,0.0158730159,6.33,0.133257,0.7754,0.0413731,16.2819,5.20674,-77.1099
SPY210721C00427000,European,Call,427.0,0.0158730159,5.53,0.130348,0.735814,0.0461675,17.7721,4.94849,-81.3018
SPY210721C00428000,European,Call,428.0,0.0158730159,4.75,0.126486,0.692328,0.0511559,19.109,4.66323,-83.986
SPY210721C00429000,European,Call,429.0,0.0158730159,3.78,0.111113,0.6566,0.0609108,19.9875,4.43409,-77.4215
SPY210721C00430000,European,Call,430.0,0.0158730159,3.09,0.107777,0.596302,0.0661195,21.0452,4.03233,-78.236
SPY210721C00431000,European,Call,431.0,0.0158730159,2.48,0.105333,0.529532,0.0695031,21.6206,3.58501,-77.7718
SPY210721C00432000,European,Call,432.0,0.0158730159,1.91,0.101588,0.458296,0.0718682,21.5614,3.10649,-74.2265
SPY210721C00433000,European,Call,433.0,0.0158730159,1.41,0.0976205,0.383048,0.0719453,20.7416,2.59938,-68.1571
SPY210721C00434000,European,Call,434.0,0.0158730159,0.99,0.093621,0.306329,0.0689807,19.0722,2.08095,-59.748
SPY210721C00435000,European,Call,435.0,0.0158730159,0.66,0.0900006,0.232669,0.0624842,16.6079,1.58202,-49.7468
SPY210721C00436000,European,Call,436.0,0.0158730159,0.41,0.0863707,0.165463,0.0529823,13.5144,1.126,-38.6637
SPY210721C00437000,European,Call,437.0,0.0158730159,0.26,0.0853014,0.115508,0.0420035,10.5813,0.786464,-29.7559
SPY210721C00438000,European,Call,438.0,0.0158730159,0.15,0.0833413,0.07439,0.0310607,7.64486,0.506781,-20.9228
SPY210721C00439000,European,Call,439.0,0.0158730159,0.09,0.0832245,0.0481172,0.0221153,5.43553,0.327909,-14.8016
SPY210721C00440000,European,Call,440.0,0.0158730159,0.08,0.0897643,0.0407017,0.0179166,4.74961,0.277312,-13.8967
SPY210721C00441000,European,Call,441.0,0.0158730159,0.04,0.0872046,0.0227121,0.0113768,2.92994,0.154818,-8.309
SPY210721C00442000,European,Call,442.0,0.0158730159,0.04,0.0947025,0.0211158,0.00985081,2.75506,0.143892,-8.46094
SPY210721C00443000,European,Call,443.0,0.0158730159,0.03,0.0978976,0.0158662,0.00746982,2.15964,0.108119,-6.84184
SPY210721C00444000,European,Call,444.0,0.0158730159,0.02,0.0994155,0.0108722,0.00530617,1.55788,0.0740968,-5.00337
SPY210721C00445000,European,Call,445.0,0.0158730159,0.01,0.0976786,0.00589043,0.0031512,0.909021,0.0401582,-2.86455
SPY210721C00446000,European,Call,446.0,0.0158730159,0.02,0.112784,0.00970637,0.00423674,1.41117,0.0661176,-5.12475
SPY210721C00447000,European,Call,447.0,0.0158730159,0.01,0.110083,0.00528366,0.00253876,0.825354,0.0360052,-2.92262
SPY210721C00448000,European,Call,448.0,0.0158730159,0.02,0.125908,0.00878991,0.00347961,1.29385,0.059845,-5.23227
SPY210721C00449000,European,Call,449.0,0.0158730159,0.02,0.132388,0.00840093,0.00318047,1.24348,0.0571826,-5.28185
SPY210721C00450000,European,Call,450.0,0.0158730159,0.01,0.128322,0.004595,0.0019231,0.728789,0.0312917,-2.99855
SPY210721C00451000,European,Call,451.0,0.0158730159,0.02,0.145199,0.00772902,0.00269498,1.15562,0.0525837,-5.37408
SPY210721C00452000,European,Call,452.0,0.0158730159,0.01,0.140266,0.00423682,0.0016363,0.677818,0.0288402,-3.04341
SPY210721C00453000,European,Call,453.0,0.0158730159,0.01,0.14618,0.00408034,0.00151811,0.655377,0.0277691,-3.06454
SPY210721C00454000,European,Call,454.0,0.0158730159,0.01,0.152056,0.00393612,0.00141318,0.634597,0.026782,-3.08466
SPY210721C00455000,European,Call,455.0,0.0158730159,0.01,0.157897,0.00380305,0.0013196,0.615337,0.0258712,-3.10409
SPY210721C00456000,European,Call,456.0,0.0158730159,0.01,0.163703,0.00367961,0.00123568,0.597396,0.0250263,-3.12269
SPY210721C00457000,European,Call,457.0,0.0158730159,0.01,0.169476,0.0035649,0.00116015,0.580656,0.0242412,-3.14064
SPY210721C00458000,European,Call,458.0,0.0158730159,0.01,0.175217,0.003458,0.00109187,0.564995,0.0235095,-3.15798
SPY210721C00459000,European,Call,459.0,0.0158730159,0.01,0.180928,0.00335826,0.00102996,0.55033,0.0228268,-3.17489
SPY210721C00460000,European,Call,460.0,0.0158730159,0.02,0.200782,0.00576511,0.00150406,0.891842,0.0391418,-5.70647
SPY210721C00461000,European,Call,461.0,0.0158730159,0.01,0.192258,0.00317675,0.000922012,0.523503,0.0215845,-3.20674
SPY210721C00462000,European,Call,462.0,0.0158730159,0.01,0.197881,0.00309421,0.000874832,0.511243,0.0210196,-3.22209
SPY210721C00463000,European,Call,463.0,0.0158730159,0.01,0.203475,0.00301624,0.000831447,0.499625,0.0204859,-3.23681
SPY210721C00464000,European,Call,464.0,0.0158730159,0.01,0.209043,0.00294272,0.000791505,0.488638,0.0199827,-3.25125
SPY210721C00465000,European,Call,465.0,0.0158730159,0.01,0.214584,0.00287311,0.000754601,0.478204,0.0195062,-3.26521
SPY210721C00469000,European,Call,469.0,0.0158730159,0.02,0.253672,0.00466388,0.000985818,0.73853,0.0316044,-5.95455
SPY210721C00470000,European,Call,470.0,0.0158730159,0.01,0.241915,0.00257458,0.000606233,0.433113,0.0174629,-3.32986
SPY210721C00475000,European,Call,475.0,0.0158730159,0.01,0.268666,0.00233887,0.000500461,0.397083,0.0158496,-3.38719
SPY210721C00480000,European,Call,480.0,0.0158730159,0.01,0.294887,0.00214765,0.000422052,0.367553,0.0145409,-3.43866
SPY210721C00485000,European,Call,485.0,0.0158730159,0.01,0.320618,0.00198917,0.000362097,0.342856,0.0134562,-3.48532
SPY210721C00495000,European,Call,495.0,0.0158730159,0.01,0.370741,0.00174135,0.000277467,0.303795,0.0117599,-3.56762
SPY210721C00500000,European,Call,500.0,0.0158730159,0.01,0.395184,0.00164242,0.000246806,0.28804,0.0110828,-3.60427
SPY210721P00215000,European,Put,215.0,0.0158730159,0.01,1.701,-0.000394602,1.54375e-05,0.0775497,-0.00285958,-4.15042
SPY210721P00220000,European,Put,220.0,0.0158730159,0.01,1.64756,-0.000407234,1.64112e-05,0.0798509,-0.00294604,-4.13916
SPY210721P00225000,European,Put,225.0,0.0158730159,0.01,1.59529,-0.000420377,1.74558e-05,0.0822388,-0.00303599,-4.12753
SPY210721P00230000,European,Put,230.0,0.0158730159,0.01,1.54414,-0.000434082,1.85786e-05,0.0847223,-0.00312979,-4.11566
SPY210721P00235000,European,Put,235.0,0.0158730159,0.03,1.63572,-0.00114227,4.27924e-05,0.206716,-0.00829447,-10.6371
SPY210721P00240000,European,Put,240.0,0.0158730159,0.01,1.44499,-0.00046333,2.10903e-05,0.0900007,-0.00332999,-4.09098
SPY210721P00245000,European,Put,245.0,0.0158730159,0.02,1.47727,-0.000865843,3.67428e-05,0.160299,-0.0062437,-7.44885
SPY210721P00250000,European,Put,250.0,0.0158730159,0.01,1.34972,-0.000495307,2.40187e-05,0.0957395,-0.00354886,-4.06451
SPY210721P00255000,European,Put,255.0,0.0158730159,0.01,1.30343,-0.000512435,2.56668e-05,0.0988004,-0.00366608,-4.05038
SPY210721P00265000,European,Put,265.0,0.0158730159,0.01,1.21338,-0.000549434,2.94085e-05,0.105383,-0.00391932,-4.02128
SPY210721P00270000,European,Put,270.0,0.0158730159,0.01,1.16954,-0.00056942,3.15357e-05,0.108922,-0.00405611,-4.00592
SPY210721P00275000,European,Put,275.0,0.0158730159,0.01,1.12645,-0.000590536,3.38626e-05,0.11265,-0.00420064,-3.99011
SPY210721P00280000,European,Put,280.0,0.0158730159,0.05,1.25007,-0.00237833,0.000109201,0.403144,-0.0170721,-15.846
SPY210721P00285000,European,Put,285.0,0.0158730159,0.01,1.04239,-0.000636554,3.92193e-05,0.120734,-0.0045156,-3.95673
SPY210721P00290000,European,Put,290.0,0.0158730159,0.02,1.06112,-0.00119334,6.86603e-05,0.215164,-0.00848527,-7.17763
SPY210721P00295000,European,Put,295.0,0.0158730159,0.02,1.0186,-0.00124125,7.41503e-05,0.223057,-0.00881322,-7.14214
SPY210721P00300000,European,Put,300.0,0.0158730159,0.01,0.921186,-0.000717131,4.95375e-05,0.134766,-0.00506712,-3.90202
SPY210721P00305000,European,Put,305.0,0.0158730159,0.02,0.935421,-0.00134688,8.70042e-05,0.240351,-0.00953616,-7.06608
SPY210721P00310000,European,Put,310.0,0.0158730159,0.01,0.843334,-0.000780594,5.85074e-05,0.145717,-0.00550149,-3.86171
SPY210721P00315000,European,Put,315.0,0.0158730159,0.01,0.805222,-0.000815963,6.3828e-05,0.151784,-0.00574358,-3.84025
SPY210721P00320000,European,Put,320.0,0.0158730159,0.01,0.767622,-0.000854162,6.98329e-05,0.158309,-0.00600503,-3.81782
SPY210721P00325000,European,Put,325.0,0.0158730159,0.01,0.730512,-0.000895566,7.66445e-05,0.165351,-0.00628842,-3.79433
SPY210721P00330000,European,Put,330.0,0.0158730159,0.02,0.737227,-0.00169009,0.000135791,0.295645,-0.0118853,-6.84565
SPY210721P00335000,European,Put,335.0,0.0158730159,0.01,0.657675,-0.000989834,9.33299e-05,0.181272,-0.00693363,-3.7437
SPY210721P00340000,European,Put,340.0,0.0158730159,0.01,0.621908,-0.00104391,0.000103634,0.190338,-0.00730374,-3.71646
SPY210721P00345000,European,Put,345.0,0.0158730159,0.01,0.586544,-0.00110355,0.000115625,0.200286,-0.00771196,-3.68753
SPY210721P00350000,European,Put,350.0,0.0158730159,0.01,0.551565,-0.00116978,0.000129701,0.211271,-0.00816528,-3.65694
SPY210721P00355000,European,Put,355.0,0.0158730159,0.03,0.573075,-0.00311596,0.000303988,0.514477,-0.0218033,-9.25058
SPY210721P00360000,European,Put,360.0,0.0158730159,0.02,0.51441,-0.00237401,0.000264934,0.402481,-0.0165664,-6.49388
SPY210721P00365000,European,Put,365.0,0.0158730159,0.02,0.478539,-0.00254062,0.000302812,0.427947,-0.0177067,-6.42106
SPY210721P00370000,European,Put,370.0,0.0158730159,0.02,0.442961,-0.0027312,0.000349222,0.456841,-0.0190111,-6.34244
SPY210721P00375000,European,Put,375.0,0.0158730159,0.03,0.425107,-0.00411859,0.000526406,0.660873,-0.0286658,-8.80142
SPY210721P00380000,European,Put,380.0,0.0158730159,0.03,0.388769,-0.00447521,0.000619967,0.711801,-0.0311067,-8.66452
SPY210721P00384000,European,Put,384.0,0.0158730159,0.05,0.38157,-0.00725218,0.000969573,1.09258,-0.0504311,-13.0473
SPY210721P00385000,European,Put,385.0,0.0158730159,0.05,0.373998,-0.00738732,0.00100544,1.11051,-0.0513561,-12.9964
SPY210721P00386000,European,Put,386.0,0.0158730159,0.04,0.356865,-0.00629801,0.000915207,0.964543,-0.0437416,-10.769
SPY210721P00387000,European,Put,387.0,0.0158730159,0.04,0.349463,-0.00642083,0.000950705,0.981173,-0.0445822,-10.7258
SPY210721P00388000,European,Put,388.0,0.0158730159,0.05,0.351309,-0.00782488,0.001126,1.16823,-0.0543509,-12.8364
SPY210721P00389000,European,Put,389.0,0.0158730159,0.05,0.343754,-0.00798267,0.00117113,1.18892,-0.0554309,-12.7806
SPY210721P00390000,European,Put,390.0,0.0158730159,0.06,0.34395,-0.00940914,0.001352,1.37332,-0.0653531,-14.7691
SPY210721P00391000,European,Put,391.0,0.0158730159,0.05,0.328653,-0.00831854,0.00127012,1.23277,-0.0577298,-12.6651
SPY210721P00392000,European,Put,392.0,0.0158730159,0.05,0.321107,-0.00849774,0.00132452,1.25605,-0.0589563,-12.6055
SPY210721P00393000,European,Put,393.0,0.0158730159,0.06,0.320889,-0.0100258,0.00153181,1.45164,-0.069574,-14.5561
SPY210721P00394000,European,Put,394.0,0.0158730159,0.07,0.319611,-0.0115612,0.00174106,1.64337,-0.0802416,-16.41
SPY210721P00395000,European,Put,395.0,0.0158730159,0.07,0.311801,-0.0118247,0.00181993,1.67584,-0.0820454,-16.3215
SPY210721P00396000,European,Put,396.0,0.0158730159,0.07,0.303989,-0.0121009,0.00190446,1.70973,-0.0839356,-16.2305
SPY210721P00397000,European,Put,397.0,0.0158730159,0.05,0.283383,-0.00952705,0.00165893,1.38835,-0.0660014,-12.2821
SPY210721P00398000,European,Put,398.0,0.0158730159,0.07,0.288358,-0.0126957,0.00209288,1.78228,-0.0880065,-16.0408
SPY210721P00399000,European,Put,399.0,0.0158730159,0.07,0.280538,-0.0130168,0.0021982,1.8212,-0.0902044,-15.942
SPY210721P00400000,European,Put,400.0,0.0158730159,0.09,0.282576,-0.0161934,0.00263358,2.19776,-0.112264,-19.3736
SPY210721P00401000,European,Put,401.0,0.0158730159,0.08,0.269901,-0.0151931,0.00261047,2.08076,-0.105259,-17.5132
SPY210721P00402000,European,Put,402.0,0.0158730159,0.09,0.266465,-0.0170743,0.00292232,2.29967,-0.118294,-19.1035
SPY210721P00403000,European,Put,403.0,0.0158730159,0.1,0.262501,-0.0190084,0.00325064,2.51999,-0.13169,-20.6156
SPY210721P00404000,European,Put,404.0,0.0158730159,0.1,0.254323,-0.0195566,0.00343723,2.58163,-0.135442,-20.4539
SPY210721P00405000,European,Put,405.0,0.0158730159,0.09,0.242226,-0.0186051,0.00345903,2.47442,-0.128771,-18.6634
SPY210721P00406000,European,Put,406.0,0.0158730159,0.11,0.241501,-0.0222918,0.0040439,2.88415,-0.154322,-21.6808
SPY210721P00407000,European,Put,407.0,0.0158730159,0.12,0.236473,-0.0245307,0.00447624,3.12603,-0.169805,-22.9997
SPY210721P00408000,European,Put,408.0,0.0158730159,0.12,0.228052,-0.0253365,0.00476903,3.21191,-0.17532,-22.7781
SPY210721P00409000,European,Put,409.0,0.0158730159,0.13,0.222564,-0.0277829,0.00527784,3.46904,-0.192223,-23.9971
SPY210721P00410000,European,Put,410.0,0.0158730159,0.14,0.216752,-0.0303556,0.0058332,3.73395,-0.209991,-25.1408
SPY210721P00411000,European,Put,411.0,0.0158730159,0.18,0.21773,-0.0376621,0.00693431,4.45882,-0.260635,-30.1421
SPY210721P00412000,European,Put,412.0,0.0158730159,0.16,0.204247,-0.0359543,0.00711681,4.29279,-0.248628,-27.2003
SPY210721P00413000,European,Put,413.0,0.0158730159,0.16,0.19537,-0.037388,0.00768198,4.43231,-0.258441,-26.8421
SPY210721P00414000,European,Put,414.0,0.0158730159,0.18,0.19067,-0.0423101,0.00870392,4.90112,-0.292448,-28.9444
SPY210721P00415000,European,Put,415.0,0.0158730159,0.2,0.185391,-0.0474967,0.0098252,5.37933,-0.328265,-30.8618
SPY210721P00416000,European,Put,416.0,0.0158730159,0.23,0.181276,-0.0546196,0.0112304,6.01221,-0.377494,-33.6955
SPY210721P00417000,European,Put,417.0,0.0158730159,0.27,0.177877,-0.0636721,0.0129081,6.78082,-0.440089,-37.253
SPY210721P00418000,European,Put,418.0,0.0158730159,0.31,0.173514,-0.0731295,0.0147253,7.54564,-0.505455,-40.3913
SPY210721P00419000,European,Put,419.0,0.0158730159,0.37,0.170693,-0.0860615,0.0169319,8.53532,-0.59492,-44.8915
SPY210721P00420000,European,Put,420.0,0.0158730159,0.42,0.165622,-0.0981213,0.0192301,9.40584,-0.678256,-47.9294
SPY210721P00421000,European,Put,421.0,0.0158730159,0.49,0.161642,-0.113741,0.0219243,10.4659,-0.786279,-51.966
SPY210721P00422000,European,Put,422.0,0.0158730159,0.57,0.157423,-0.131559,0.0249323,11.5912,-0.909499,-55.948
SPY210721P00423000,European,Put,423.0,0.0158730159,0.67,0.153623,-0.152927,0.0282896,12.8346,-1.05734,-60.3283
SPY210721P00424000,European,Put,424.0,0.0158730159,0.79,0.149931,-0.177821,0.0319591,14.1509,-1.22963,-64.7625
SPY210721P00425000,European,Put,425.0,0.0158730159,0.93,0.146101,-0.206266,0.0359166,15.497,-1.42655,-68.9185
SPY210721P00426000,European,Put,426.0,0.0158730159,1.1,0.142529,-0.239271,0.0400691,16.866,-1.65515,-72.9364
SPY210721P00427000,European,Put,427.0,0.0158730159,1.3,0.138922,-0.276716,0.0443329,18.1885,-1.91461,-76.3706
SPY210721P00428000,European,Put,428.0,0.0158730159,1.52,0.134517,-0.317948,0.0487877,19.3814,-2.20032,-78.4208
SPY210721P00429000,European,Put,429.0,0.0158730159,1.79,0.130649,-0.364977,0.0529396,20.4261,-2.52649,-79.8095
SPY210721P00430000,European,Put,430.0,0.0158730159,2.11,0.126966,-0.417155,0.0565682,21.2108,-2.88871,-79.9686
SPY210721P00431000,European,Put,431.0,0.0158730159,2.49,0.123644,-0.473985,0.0592466,21.6339,-3.28371,-78.7318
SPY210721P00432000,European,Put,432.0,0.0158730159,2.94,0.120881,-0.534177,0.0605069,21.6004,-3.70284,-76.0158
SPY210721P00433000,European,Put,433.0,0.0158730159,3.45,0.118036,-0.596262,0.0603743,21.0458,-4.13587,-71.2889
SPY210721P00434000,European,Put,434.0,0.0158730159,3.9,0.108919,-0.667631,0.0613582,19.7367,-4.6315,-59.9192
SPY210721P00435000,European,Put,435.0,0.0158730159,4.65,0.11157,-0.721226,0.0554016,18.2544,-5.01023,-55.7204
SPY210721P00436000,European,Put,436.0,0.0158730159,5.25,0.102038,-0.794219,0.0513547,15.4754,-5.51935,-40.4498
SPY210721P00437000,European,Put,437.0,0.0158730159,6.25,0.11487,-0.812243,0.043154,14.6395,-5.65859,-43.4462
SPY210721P00438000,European,Put,438.0,0.0158730159,6.7,0.0742722,-0.947531,0.0265515,5.8239,-6.59171,-2.5292
SPY210721P00439000,European,Put,439.0,0.0158730159,7.79,0.0966835,-0.923678,0.0273026,7.7957,-6.44576,-12.8915
SPY210721P00440000,European,Put,440.0,0.0158730159,8.68,0.0875092,-0.963095,0.0169691,4.38542,-6.72967,-0.760097
SPY210721P00441000,European,Put,441.0,0.0158730159,9.75,0.109425,-0.944298,0.0188952,6.10613,-6.618,-9.90664
SPY210721P00442000,European,Put,442.0,0.0158730159,10.63,0.0860596,-0.987336,0.00699733,1.7784,-6.92654,6.83885
SPY210721P00443000,European,Put,443.0,0.0158730159,11.37,,,,,,
SPY210721P00445000,European,Put,445.0,0.0158730159,13.98,0.177994,-0.91533,0.0160402,8.43169,-6.48687,-36.3552
SPY210721P00446000,European,Put,446.0,0.0158730159,9.62,,,,,,
SPY210721P00450000,European,Put,450.0,0.0158730159,19.01,0.229034,-0.92641,0.0112094,7.58197,-6.64255,-43.5189
SPY210721P00454000,European,Put,454.0,0.0158730159,18.14,,,,,,
SPY210721P00456000,European,Put,456.0,0.0158730159,22.68,,,,,,
SPY210721P00458000,European,Put,458.0,0.0158730159,21.9,,,,,,
SPY210721P00463000,European,Put,463.0,0.0158730159,31.92,0.326233,-0.95545,0.00530346,5.10958,-7.04622,-40.6465
SPY210721P00485000,European,Put,485.0,0.0158730159,50.91,,,,,,
SPY210723C00235000,European,Call,235.0,0.0238095238,196.52,1.65527,0.993896,0.000156696,1.14899,5.52344,-46.1383
SPY210723C00240000,European,Call,240.0,0.0238095238,190.26,,,,,,
SPY210723C00245000,European,Call,245.0,0.0238095238,186.5,1.52832,0.994084,0.000165064,1.11752,5.76395,-42.3352
SPY210723C00250000,European,Call,250.0,0.0238095238,179.9,,,,,,
SPY210723C00255000,European,Call,255.0,0.0238095238,175.99,,,,,,
SPY210723C00260000,European,Call,260.0,0.0238095238,171.53,1.39893,0.992932,0.000211088,1.30812,6.1085,-45.2847
SPY210723C00265000,European,Call,265.0,0.0238095238,165.23,,,,,,
SPY210723C00270000,European,Call,270.0,0.0238095238,159.91,,,,,,
SPY210723C00275000,European,Call,275.0,0.0238095238,156.0,,,,,,
SPY210723C00280000,European,Call,280.0,0.0238095238,150.05,,,,,,
SPY210723C00290000,European,Call,290.0,0.0238095238,144.82,1.81976,0.940011,0.000983386,7.92734,6.20123,-309.903
SPY210723C00295000,European,Call,295.0,0.0238095238,136.53,1.06689,0.991601,0.000322181,1.52268,6.92814,-41.8903
SPY210723C00315000,European,Call,315.0,0.0238095238,107.64,,,,,,
SPY210723C00320000,European,Call,320.0,0.0238095238,111.52,0.844727,0.99079,0.000441139,1.65075,7.51534,-37.7172
SPY210723C00325000,European,Call,325.0,0.0238095238,110.51,1.45874,0.91479,0.0016057,10.376,6.75921,-325.441
SPY210723C00330000,European,Call,330.0,0.0238095238,93.34,,,,,,
SPY210723C00335000,European,Call,335.0,0.0238095238,100.52,1.33881,0.907849,0.00185462,10.9993,6.92582,-317.018
SPY210723C00345000,European,Call,345.0,0.0238095238,90.4,1.20956,0.901628,0.00215396,11.5413,7.10294,-301.13
SPY210723C00350000,European,Call,350.0,0.0238095238,80.88,,,,,,
SPY210723C00355000,European,Call,355.0,0.0238095238,78.66,0.935211,0.922635,0.00232854,9.64679,7.59809,-197.985
SPY210723C00360000,European,Call,360.0,0.0238095238,75.1,1.01135,0.892063,0.00275571,12.346,7.36902,-270.478
SPY210723C00365000,European,Call,365.0,0.0238095238,67.04,0.630188,0.961441,0.00199409,5.56678,8.27311,-82.955
SPY210723C00370000,European,Call,370.0,0.0238095238,67.62,1.06995,0.844382,0.00335494,15.9015,7.05767,-365.21
SPY210723C00375000,European,Call,375.0,0.0238095238,62.11,0.975952,0.84275,0.00370342,16.0111,7.17211,-336.196
SPY210723C00379000,European,Call,379.0,0.0238095238,38.96,,,,,,
SPY210723C00380000,European,Call,380.0,0.0238095238,57.34,0.928268,0.830836,0.00408292,16.7894,7.16337,-335.325
